ID,Title,Location,Summary
80e99f7c98dec4ce,[/연구비 지원] 2021년 여성과학기술인 R&D경력복귀 지원사업,서울 강남구,통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임... 로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>증강현실(AR)|인터넷...
99c5125e0dbe81aa,Intern - Research (Data Analysis),대전,"analysis tools or programming languages (e.g. R, STATA, Python, etc... data visualization software (e.g. Tableau..."
9e5974a97954093e,2021년 농식품 빅데이터 플랫폼 인력양성 무료 교육생,전라북도,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
ef62b0e22d2dd6a2,[kt ds]2021년 각 부문별 경력사원 수시,서울 서초구,"W), C/C++,.NET Core, DB(Oracle, MySQL, PostgreSQL, PL/SQL), Python 등 인터넷·IT·통신·모바일·게임>전산·IT기술지원>S/W 엔지니어|인터넷·IT·통신·모바일·게임>ERP..."
b40c2fca5a96e5b8,[AI R&D] Language AI(NLP) Research 분야 모집,성남 판교역,"분 - 통계/Machine Learning에 대한 이해와 활용 능력 및 text 처리 기술에 대한 경험 - Python, Java 등을 이용하여 NLP 기술을 구현 가능한 분 - 최신 기술(논문, 기술문서 등)을 습득하는..."
05ac5c78cc0b1bb7,"정규직 및 계약직 컴퓨터 코딩 강사 (주 4일 또는 5일 선택, 경력무관)",서울 양천구,"2,3년)졸업 이상 기타: [IT·문화·직업강사] - C, C++, Python 언어 수업 가능자 [교육상담·학원에이전트 ] - CS 마인드 보유자... 문화·직업강사]- C, C++, Python 언어 수업 가능자[교육상담..."
be95b5718905880f,AI/빅데이터/클라우드 분야 (인재 Pool),서울,"의미한 인사이트 발굴 - R, Python, SQL 등 Statistics... 등)의 다양한 솔루션을 활용하여 서비스 개발 경험자 2) Java, Python 등 프로그래밍 개발 경험 보유자 3) Container 기반 서비스..."
abbb8df34c660e0a,"빅데이터, (AI)인공지능 외 신입/경력 인턴 (정규직전환)",서울 금천구,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>딥러닝
462b856d2dba8306,2021년 하반기 라이프시맨틱스 개발팀 인재,서울 강남구,수행 아키텍처 설계 및 데이터베이스 설계 프로젝트 관리 자격요건 경력 3년 이상 JAVA 언어에 능숙하신 분 Python 개발 경험 있으신 분 OOP 기반 설계 및 구현 능력 Database 모델링 및 튜닝 경험자 우대사항...
baedebf0f8b93789,에프앤가이드 - 각 부문 (전문연구요원 포함),대한민국,"경제전공 관련 학과 ㆍ퀀트베이스를 통한 모델 개발 경험이 있는 분 ㆍ Python, R 등을 이용한 개발 경험이 있는 분 ㆍRDBMS의 개념을 이용하고... 모델 개발 경험이 있는 분 ㆍ Python, R 등을 이용한 개발 경험이..."
733b814969bff5a7,Jr. Back-end Engineer (Python),서울 강남구,"이런 분을 찾아요 2년 이상의 Python을 활용한 백엔드 개발 업무를 수행한 경험이 있으신 분 Django, Django Rest Framework, Flask 등의 Python web framework를 사용하여..."
cf322314fd0b9c7e,퀀트운용본부 운용역(경력직) (재연장),대한민국,"펀드 유형 무관) - 금융관련 자격증(CFA 등) 보유자 우대 - 영어능통자 우대 - Excel VBA, Python 등 프로그래밍 가능자 우대 4. 근무조건 : 연봉 등 근무조건은 협의 후 결정 5. 채용절차 - 1차..."
c3ef241ea7c64fb6,[토스] Backend Developer (Python) (단기계약직)분,서울 강남구,인터넷·IT·통신·모바일·게임>데이터베이스·DBA>DW|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드
f33c19e6d88a3d40,"임베디드(Embedded), Linux 외 신입/경력 정규직, 계약직, 인턴",대전 유성구,모바일·게임>시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
c793a3ef3425f495,빅데이터 분석 기술인력 (정규직),서울 강남구,"담당업무]데이터 분석 분야 ( Python, R, SAS 기반의 DATA... BIG DATA 프로젝트 경험자, PL/PM 경력자 우대, R 또는 Python 활용가능한 경력자전공계열: 전산학, 컴퓨터공학, 수학, 응용소프트웨어..."
4cd34228af5013fd,DGIST 2019년 제1차 계약직원 공개채용 공고,대구 현풍면,"우수자(SPSS, R 등 통계패키지) 외국어(영어) 구사 능력 우수자 Programming(MATLAB, Python, C/C++ 등) 가능자 · 근무기간 : 2019.3.11.~2020.3.10. ※ 단, 재계약 평가에..."
c1ca7ae252fdfc6a,IT부분 신입 및 경력,서울 중구,"및 운영 경험자 - Java 및 Python, Node.js(백엔드) 등... 게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신..."
941687b6bbb14d81,웹 개발자 경력 Java/Php/Javascript/Python/Html/CSS 등 프로젝트 경력자,대전 서구,"(주)바이오브레인 웹 개발자 경력 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무] ㆍ웹 기반 프로젝트 개발 및 운영 [근무부서 및 직급/직책] 직급/직책: 대리 [자격요건] ㆍJava, Php..."
c91975c7e37161c3,[메디픽셀] Research Engineer on Medical Imaging 정규직,서울 마포구,"학력무관직무기술: VISUALC++, 응용프로그래밍, C·C++, Python, AI개발 2 명 근무조건 고용형태: 정규직(수습기간3개월)근무부서... 머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
cdfee6754c545fba,삼성 청년 SW 아카데미 7기,서울 강남구,로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
700c2b10e7c58d38,Operations Project Manager_Python,충청남도 천안,The Semiconductor division is a growing business... implementation... operational strategy is critical... future...
afd757e2243175cb,금융 AI 기술 연구 개발자 모집,성남 판교역,"및 연구/문제 해결 능력 - Python 언어에 능숙하신 분 2. 해당직... Recognition, Data/Text Mining 경험 보유 - Python, SQL 활용 우대사항 - AI 관련 전공자 - 금융 도메인에 대한..."
a0dda478567db352,"(주)트윔 개발자(경력직) 빅데이터,영상처리,머신비전/AI 딥러닝",경기도 화성,"자기주도적으로 진행한 경험 - Python/C/C++ 능통자 - 데이터... RNN 등 딥러닝 이론 및 알고리즘 유경험자 - C/C++, Java, Python/TensorFlow/Caffe 사용가능자 - Matlab/R 분석..."
8070498013c9b353,시스템 엔지니어 영입,성남 분당구,니어|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>AWS|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>전산·IT기술지원>전산직|인터넷·IT·통신·모바일·게임>전산·IT기술지원...
68d62221f2d26c0e,(주)웨이브웨어 2021 년도 신입사원 (프로그래머),대전 유성구,"유경험자 - keras/theano/tensorflow 유경험자 - python, java 유경험자 - lwjgl/jogl 을 이용한 OpenGL... tensorflow 유경험자 - python, java 유경험자..."
14d562d10c215572,"PHP, Python 신입/경력 정규직",서울 금천구,"주식회사 비즈부스터 PHP, Python 개발자 채용 모집부문 및 자격요건 담당업무 자격요건 인원 [담당업무]*당사의 서비스(비즈탑) 솔루션 및 서비... 프로그래머>PHP |인터넷·IT·통신·모바일·게임>웹프로그래머> Python"
47ff549b25cc6394,데이터표준품질부문 경력지 (정규직),과천 과천시,데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R|인터넷... DBA>MySQL|인터넷·IT·통신·모바일·게임>응용프로그래머> Python
7d6d5d982cfa7aa8,[아이티윌부산 ] IT 국비 교육 - 웹앱 실무 개발자 / 네트워크 실무 전문가,부산 부산진구,통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>R
2d8c6e73a7cdd96d,[현대무벡스] 클라우드 데이터 분석가,서울 종로구,"신입·경력 학력 - 성별 무관 기타 담당업무 ㆍ데이터 전처리/추출 및 탐색적 분석, 리포팅 가능자 ㆍ Python 활용 가능자 우대 자사홈페이지지원 https://hyundaimovex.saramin.co.kr/_service..."
42ba7c51b5b4d95c,[전액정부지원] 공공데이터 빅데이터분석전문가 교육생,서울 종로구,로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>머신러닝(ML)|인터넷... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
84fd9f9deb6105b0,"웹개발, Python 외 신입/경력 계약직",서울 강서구,"주식회사 쿠바로엠앤씨 웹개발, Python 외 신입/경력 계약직 채용 모집... 게임>웹프로그래머>웹개발|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>백엔드|인터넷·IT·통신..."
251ba603f203425f,빅데이터팀(데이터 엔지니어) 경력직 (서울 본사) - 10월지원,서울 구로구,"파이프라인 설계, 개발 및 운영 인터넷·IT·통신·모바일·게임>데이터베이스·DBA>NoSQL|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>AWS"
f43ce6c9492e1cd0,국제시장 Analyst & Data Scientist,서울 마포구,"분석 프로그램 활용 가능자전공: 경영/경제학, 통계학, 금융/산업공학, 수학 등 관련학과석박사 학위수여자 Python으로 다양한 software 개발 경력자 0 명 근무조건 고용형태: 정규직(수습기간3개월)근무부서: 물가분석..."
4adac8923476d038,프랭클린템플턴투신운용 Junior Trader (Quant base 필수),대한민국,"object-oriented programming and intermediate programming proficiency in Python, R or MATLAB, and SQL are essential. Licenses..."
1748baa27965fdbf,"MVP 개발 엔지니어(서버, 웹프론트) (정규직, 계약직, 프리랜서)",대전 중구,1년 이상의 서버 개발 경험 · 아래 옵션 중 하나의 기술 스택 사용 - JAVA기반의 Spring - Python 기반의 Django - Ruby 기반의 Rails 우대사항 · 팀단위로 프로젝트를 수주해본 적 있는...
8fa17c6073918c5b,[경력] 하둡 플랫폼 서비스 개발자 모집,성남 판교역,"에 대한 기본 지식 Hadoop/ecosystem 활용/개발 경험 3년 이상 Java 필수, 그 외 Python, Ruby 중 1개 이상 언어로 개발 가능 Web framework를 이용한 서비스 개발 경험 우대 자격..."
b75c6605df21e800,각 부문별,대한민국,"및 유지보수 역량 3. 금융공학, 통계학, 금융수학 전공자로서 프로그래밍 가능자 (C/C++, VBA, Python 등) 4. 관련 업무 유경험자 (4) 모집부서: <금융컨설팅본부 ? 유지보수 및 개발 > *포지션: 신입..."
a8c9858fa5a8349e,탄소·복합소재기업 재직자 교육생,전주 완산구,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷...
491a9ad77c7883b4,11번가 System Engineer 분야,서울 중구,"직무 키워드Linux, IaC( python, java, bash 등... OpenStack/XEN) 경험하신 분Infra관리 tool을 직접 개발해본( Python/PHP 등을 이용) 경험이 있으신 분Web/WAS 표준화 및..."
63aa7316b1a84843,네트워크 담당자 영입,성남 분당구,응용프로그래머>클라우드|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>네트워크구축·운영·관리|인터넷·IT·통신·모바일·게임>네트워크·서버·보안>TCP·IP·IPX|인터넷·IT·통신·모바일·게임>웹프로그래머> Python
0012bdf291942c52,(주)아이옵스 SAR 위성영상활용 신입/경력,대전 유성구,"경험자[우대사항]ㆍ관련 학과 전공자ㆍSAR 영상처리 관련 과제 수행 경험자 ㆍ관련 프로그램 (Marlab, Python, C/C++등) 사용 가능자 0 명 근무조건 고용형태: 정규직급여조건: 회사내규에 따름근무지역: (305..."
0ead7ce8d7a3f7f3,"각 부문별 (ATL, BTL, 디지털, AP, CW, 변호사, 전산) 경력사원",서울,"이터분석 툴 (Adobe Analytics / Google Analytics) 경험자 - Mar-Tech, Python, R, SQL 등 유관 Tool 역량 보유자 - 마케팅 관련 정량 분석 경험자 - 데이터에 기반한 문제해..."
8cc372a6b78679b1,"인공지능(AI), Python(응용프로그램 개발자) 외 신입/경력 정규직",서울 성북구,"(주)쿠노소프트 인공지능(AI), Python 외 신입/경력 정규직 채용... 래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Visual C++(MFC..."
640dd311e0b2226a,기판소재사업부 경력사원,경상북도 구미,"Transformation) 업무 수행 - 사업부 공장자동화, 업무효율화 대응 - 프로그램 개발/운영( Python, Java, C/C++ 유경험자) - RPA(Robotic Process Automation) 유경험자..."
579bd3dacc4f76e2,멀티캠퍼스 프리랜서 강사,서울 강남구,인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝
0c48bec15df378f6,헬스케어 IoT 분야 Backend 개발자,성남 분당구,학위 소지하신 분• Java 또는 Python 언어로 서버 개발 경험 보유... 웨어>소프트웨어|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석...
a98eb9cf76d8f726,"웹프로그래머/Python/SQL DB/WebRTC/CSS,PHP etc 신입/경력 정규직",수원 영통구,"연구빅데이터분석 및 AI개발 Python , WebRTC 프로그램개발현장... 및 AI개발, Python / WebRTC프로그램개발[우대사항]전공계열: 공학계열자격증: Python, Python 교육이수자, 빅데이터, 스마트공장..."
2b9e604e63e7e46d,[카카오커머스] 기술직군,성남 분당구,"우대사항 - 전자금융 감독규정, PCIDSS에 대한 실무 경험이나 이해도가 높으신 분 - JAVA, Python, shell script 등 개발 역량을 갖추신 분 - 웹/앱 취약점 진단 및 모의해킹 역량을 갖추신..."
c19a535518b1512c,[경력직 ] 리서치본부 인덱스개발팀,서울 영등포구,숙자 인터넷·IT·통신·모바일·게임>데이터베이스·DBA>DBA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>소프트웨어·하드웨어>소프트웨어|인터넷·IT·통신·모바일·게임>전산·IT기술...
ae64d6a67aab13ca,빅데이터 플랫폼/분석 솔루션 개발자/엔지니어/운영자,서울 중구,"들을 배치 (shell script / python) 개발 [자격요건][필수]- She// / Python 중 1개 이상을 이용한 프로젝트 유경 험자... 이해, 구축/운영[우대사항] Python 개발 유경험자[기타]기술적 부분..."
703adb10c1dd90f1,KAIST IT융합연구소 위촉연구원 및 위촉행정원 모집 공고,대전 유성구,"무선전력전송 기술 개발 데이터 , AI, SW - 백엔드 서버 시스템 또는 임베디드 펌웨어 개발 - C, python, Java, 등을 활용한 프로그램 개발 - 연구기획 및 SW 개발 수행 행정 - 연구과제 관리 및 운영..."
8cf369139ae8dda3,[3KOneAI] 2021년 개발 직군 신입/경력 공개,서울 강동구,인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>Android|인터넷·IT·통신·모바일·게임>응용프로그래머>iOS
d117556092766656,B2C 영업기획 담당자 (신입 가능),서울 서초구,"분내/외부 커뮤니케이션 능력을 보유하신 분데이터 분석 및 insight 도출 능력을 보유하신 분 우대 조건 Python, SQL, 쿼리문 등 Data tool 활용 능력을 보유하신 분통계 패키지 (SAS, SPSS 등) 사용..."
2cea89628083fd37,"[국비지원 전액무료 80명]AI(인공지능),BC(블록체인) 교육생",세종특별자치시 세종,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
d8ef67872063700e,AI 물류로봇 전문가 양성 아카데미 교육생,서울,모바일·게임>빅데이터·AI(인공지능)>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>머신러닝|인터넷·IT·통신·모바일·게임>빅데이터...
87309d3ff40ead61,딥러닝 AI 개발 연구원,성남 수정구,시스템프로그래머>임베디드(Embedded)|인터넷·IT·통신·모바일·게임>응용프로그래머>C·C++|인터넷·IT·통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
754be9e3d78fa802,2021년 상반기 R&D 개발자 (병역특례 가능/경력 무관),인천 연수구,"담당업무: - 블루투스 메시 기반 위치 추적 솔루션 개발 - 상기 솔루션의 임베디드 펌웨어 개발 - C(필수), Python, Javascript 프로그래밍 언어 사용 - 기술 지원 [자격요건] 경력사항: 무관 (신입도 지원..."
049e047740085644,분당 kt 전산 프로그램 개발/운영 인력,성남 분당구,수 있습니다. 인터넷·IT·통신·모바일·게임>웹프로그래머>JAVA|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>JSP|인터넷·IT·통신·모바일·게임>데이터베이스·DBA...
63dbb7005a62ac8a,"드론솔루션 (아두이노, 드론제작, 3D, 드론쇼핑몰)",성남 분당구,"학력사항: 학력무관직무기술: 드론솔루션, 아두이노 등 임베디드SW, Python, 택배드론, 국방드론 무기체계, 드론HW제작, 원격수질측정드론, 화재... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
5a131b4df4aedbe5,[(주)이포즌]DT팀 신입 AI/딥러닝 R&D 연구원 공개,서울 성동구,"연구개발지식재산권 및 논문관련 개발사업화 진행 및 프로그래밍(JAVA, Python)[근무부서 및 직급/직책]근무부서: DT팀직급/직책: 사원, 대리... 신러닝(ML)|인터넷·IT·통신·모바일·게임 >응용프로그래머 > Python"
e5448ffc7d6ecf02,FPGA 플랫폼 엔지니어 (딥러닝 하드웨어 프로세서 개발),성남 분당구,"사용 경험(Chip Scope/SignalTap) - Language: Python/Perl, C/C++ - Vivado 또는 Synplify 또는... SignalTap) - Language: Python/Perl, C/C++..."
e36b281df2933890,[위메프서비스] E-Commerce 데이터엔지니어/NLP개발자(정규직),대한민국,개발 경력 3년 이상 - 분산파일 시스템 Hadoop 및 Spark 경험이 있는 분 - Java 및 Python 개발 능력을 보유한 분(중급 이상) - Hadoop Ecosysterm 운영 및 유지보수 경험이 있는 분...
8efb667a9178951f,Diploma Student / Intern - Software Engineering Intern - Kor...,서울,"even under challenging conditions Programming languages: Python, JavaScript Intermediate communication skills in English..."
45f9a39bdf645e57,기술혁신센터 경력사원,충청남도 천안,"OHT 등) 천안 컴퓨터/시스템 전기/전자 기계/산공 *전문지식 - Java, C#, C++, Python - Oracle (PL/SQL) - Automod, VisualComponent - 통신프로그래밍..."
bfe0f5ac4f32ec89,추천 통계분석/데이터사이언티스트,성남 판교역,"통계, 수학 관련 분야의 석사 또는 박사 학위 소지자 숙련된 데이터분석 능력 데이터 사이언스를 위한 언어( Python/R) 를 하나 이상 능숙하게 다룰 수 있으신 분 분석 결과를 설득력있게 전달할 수 있는 분 우대사항..."
